rid,group,publisher,dialeto,label,factcheck_rating,p_ft,p_dfr,sim_treino,word_len,text_no_url
2136,Fake.br,sem_url,PT-BR,fake,,0.0113095423505457,0.052570507831721944,0.2699559993941745,187,"Temer desabafa: ‘O que vou dizer aos meus filhos?’. Presidente desabafou com aliados poucas horas após tomar conhecimento da gravação de Joesley Batista. Drama político do presidente pode destruir para sempre a imagem de pai e avô.

Michel Temer estava inconsolável quando chegou ao Palácio Jaburu no final da noite de quarta-feira passada, dia em que o país conheceu seu assustador diálogo com Joesley Batista.

Cercado de alguns aliados, ele se esforçava para remontar com precisão as frases ditas ao empresário. Lá pelas tantas, desabafou. “Nessa altura da vida, com a trajetória que tenho, passar por uma coisa dessas! O que vou dizer aos meus filhos, aos meus netos? Que Deus me ajude a lembrar exatamente o que disse naquela noite”.

Aos 76 anos, Temer está em seu terceiro casamento. Do primeiro, com Maria Célia de Toledo, teve três filhas: Maristela, hoje com 47 anos; Luciana, de 44 anos; e Clarissa, que tem 42 anos. Foi casado também com Neuza, mas não teve filhos. Em 1998, teve seu primeiro filho homem (Eduardo – 19 anos) com uma jornalista. Dá uma pensão ao menino, mas o vê pouco."
42989,fakes,aosfatos.org,PT-BR,fake,distorcido,0.0160962973890199,0.030967931939492408,0.367089804907636,40,"O ex-presidente Luiz Inácio Lula da Silva foi homenageado, nesta manhã de quarta-feira (12), em Roma, pelo prefeito da cidade, Ignazio Marino. Lula recebeu a Loba Capitolina, símbolo da cidade, na sala Júlio Cesar, no centro histórico da capital italiana."
14393,FakeWhatsApp.BR_2018,sem_url,PT-BR,fake,,0.0186419118386677,0.22980566331743915,0.3347978324090304,389,"*Bolsonaro começa a avançar sobre Haddad no Nordeste, reduto histórico do lulopetismo. Como num jogo de war, conquista principalmente as capitais. Cai, assim, a última cidadela petista. Nas outras regiões, o ex-capitão massacra o PT*

No começo, o PT era um partido da classe média intelectualizada e dos operários das indústrias dos grandes centros. Em 2002, quando Lula foi eleito presidente pela primeira vez, o perfil era o mesmo. As políticas assistencialistas da era petista, como o Bolsa Família, provocaram uma mudança radical no quadro. As vitórias passaram a vir dos grotões nordestinos, onde vive a população de mais baixa renda e mais dependente desses projetos sociais. No primeiro turno das eleições deste ano, no entanto, começou a virada no curral eleitoral petista. Bolsonaro ganhou em 23 das 27 capitais brasileiras, entre as quais cinco capitais do Nordeste. Haddad só prevaleceu em três capitais nordestinas. Mesmo no Ceará, um Estado governado pelo PT, Bolsonaro ficou em segundo lugar, atrás de Ciro Gomes, ex-governador do Estado, mas bem à frente de Haddad. Também nas pesquisas feitas neste segundo turno, o candidato do PSL já subiu 7 pontos percentuais do que obteve no primeiro turno na região. A constatação é óbvia: o PT vem perdendo dia após dia seu feudo eleitoral.

Em 2014, a vantagem expressiva obtida por Dilma Rousseff no Nordeste foi fundamental para evitar que o senador Aécio Neves (PSDB-MG) triunfasse na apertada disputa. Dilma conseguiu na região, no segundo turno, 20 milhões de votos, contra 7,9 milhões dados a Aécio. Desta vez, o PT, sob orientação de Lula na cadeia, tentou manter a hegemonia do partido na região, às custas de um plano maquiavélico de tirar o apoio do PSB a Ciro Gomes, com o objetivo claro de carrear votos para o PT no Nordeste. Embora Haddad tenha vencido na região, Bolsonaro obteve no primeiro turno a maior quantidade de votos nordestinos dada a um opositor do PT desde o pleito de 2002: 7,7 milhões de votos. O desempenho de Bolsonaro foi melhor nas capitais que no interior. Das nove capitais nordestinas, Bolsonaro venceu em cinco delas: Recife, Maceió, Natal, João Pessoa e Aracaju. Haddad figurou em primeiro somente em três capitais: Salvador, São Luís e Teresina. Ao todo, o capitão reformado do Exército conseguiu, no primeiro turno, sagrar-se vitorioso em 42 cidades do Nordeste.

Continua no link.
👇"
47539,true,lupa.uol.com.br,PT-BR,true,,0.9802839638850864,0.8922580998240647,0.3176475396078423,12,"Michelle arrecadou num chá beneficente 5,3 milhões em doações para causas sociais"
48144,true,politica.estadao.com.br,PT-BR,true,,0.9800692776264603,0.9222319835977705,0.3684058722501635,11,Foto mostra crianças tendo aula pelo rádio durante epidemia de pólio
48191,true,poligrafo.sapo.pt,PT-PT,true,,0.979652849004165,0.9979342460001999,0.29863531264987975,11,Esta imagem mostra um campo de extração de lítio no Chile.
1732,COVID19.BR,sem_url,PT-BR,true,,0.9792194273235068,0.867236454643302,0.9719107990974742,102,"O Jornal alemão Bild fez uma série de denúncias do regime chinês ao longo do último mês, o que levou a embaixada da China a cobrar abertamente um pedido de desculpas do jornal por ""não estar cumprindo a amizade tradicional de nossos povos"".

A governo chinês vem utilizando o mesmo expediente no mundo inteiro, pressionando quem os critica e fazendo pressão econômica aos governos, algo semelhante ao que vem ocorrendo no Brasil. Porém, diferente da grande mídia brasileira, o jornal alemão não somente respondeu a carta, como fez um vídeo respondendo diretamente o ""presidente""Xi Jinping: ""Você está colocando em risco o mundo"""
12796,FakeWhatsApp.BR_2018,sem_url,PT-BR,true,,0.9784461590907282,0.9361972920908079,0.9957590123281471,2791,"PAULO GUEDES!!!!MENTE BRILHANTE MINISTRO DE BOLSONARO.Veja!!!Leiam LEIAM E REPASSEM.

Para quem não leu a entrevista do Paulo Guedes na Veja.

“Não sou suicida nem idiota”

Paulo Guedes
.
.
VEJA: O senhor é um economista renomado, banqueiro, Ph.D. por uma das melhores universidades do mundo. Jair Bolsonaro é um candidato vindo de um círculo no qual o senhor nunca transitou. Como ocorreu esse encontro?
.
GUEDES: - Ele me chamou para conversar depois de ter lido um artigo em que eu dizia que o Ciro Gomes era o legítimo candidato da esquerda e ele, Bolsonaro, o legítimo representante da direita. Foi o Winston Ling (empresário e presidente do conselho de administração da Petropar) que comentou esse artigo com ele. E, de repente, quatro ou cinco pessoas me ligaram ao mesmo tempo pedindo que eu fosse conversar com Bolsonaro. Isso foi no fim de 2017, quando eu ainda estava auxiliando Luciano Huck. Avisei o Huck que iria falar com Bolsonaro, e ele não viu problema algum. E, quando falei com ele, saí da bolha.
.
.
VEJA: O que significa sair da bolha? 
.
GUEDES: - A bolha é São Paulo, Rio, Florianópolis. Somos nós, a Folha de S.Paulo, a Globo, a VEJA. A bolha diz assim: “Ah, esse cara é chato, disgusting (repugnante, em inglês), tosco”. A bolha pensa em direitos humanos, que são demandas legítimas, corretas e sofisticadas da sociedade. Só que o povo está lá fora gritando socorro porque não sabe se levará um tiro hoje ou amanhã. Então, quando falei com ele, tudo ficou muito claro para mim. O que ele representa? A ordem, que é a função básica de qualquer governo. É isso que as pessoas querem. E é isso que ele defende quando fala de segurança. O que Bolsonaro fala remete aos preceitos liberais mais genuínos, que são a preservação de vidas e de propriedades, e que nortearam todo o pensamento dos constitucionalistas britânicos do século XVII.
.
.
VEJA: Como foi a sua transição de Luciano Huck para Jair Bolsonaro? 
.
GUEDES: - Procurei Luciano em 2016 e disse a ele que um tsunami aconteceria em sua vida. Ele tinha, então, mais de 40 milhões de seguidores nas redes sociais. Eu disse: “Você está ferrado porque vai ser presidente da República!”. Ele disse que não havia a menor possibilidade, que ele era “irmão” do Aécio (o senador tucano Aécio Neves era, então, o possível candidato do PSDB à Presidência) e que seria chamado de moleque pelo Fernando Henrique Cardoso caso entrasse para a política. Eu disse a ele que Aécio seria fulminado pela Lava-Jato por causa das denúncias envolvendo Furnas e que ele próprio pediria a Luciano que se candidatasse. Eu não tinha informação nenhuma, era um palpite. Essa conversa foi presenciada pelo Gilberto Sayão (banqueiro carioca). Seis meses depois, Luciano me liga dizendo que eu havia acertado todas as minhas previsões. Aécio o havia procurado oferecendo a vaga de vice. Ele sugeriu, só de sacanagem, ser ele mesmo o candidato à Presidência e Aécio ficar com a Vice. Chocado, Luciano me disse que Aécio tinha topado. Desde então, nós dois ficamos em contato. Depois da vitória de João Doria para a prefeitura de São Paulo, Fernando Henrique também visitou o Luciano e sugeriu que, se ele fosse pré-candidato pelo PSDB, teria chances reais de concorrer, já que o partido estava então rachado entre Alckmin e Aécio e poderia se unir em torno de um novo nome. Fernando Henrique se tocou, bem depois de mim, que o Luciano era um outsider como Doria e que o brasileiro queria votar em outsiders. Luciano, então, me disse: “Paulo, esse cara ia me chamar de moleque um ano atrás. E ele não fala que precisa de mim por causa dos meus milhões de votos, e sim porque ‘pode me ajudar’. Ninguém foi honesto comigo como você. Mas, olha, agora estou mesmo na campanha. Vamos nessa”. Ele montou uma equipe, e eu me dispus a ajudá-lo. Sugeri que o Armínio Fraga ficasse com a parte econômica. Armínio me disse: “Como assim? O apresentador de TV? Mas eu estou com Aécio!”. Aí eu expliquei tudo e ele topou. Montaram plano, equipe, tudo. Armínio estava a fim de ir de qualquer jeito para o governo. Ele gosta. É um cara espetacular. Mas, no fim de novembro, Luciano desistiu da ideia. E, então, eu me senti apto a ajudar Bolsonaro, com quem já havia me encontrado uma vez.
.
.
VEJA: Em sua trajetória parlamentar, Bolsonaro já demonstrou claramente que é um estatista e não tem simpatia por medidas de ajuste. O senhor acha que ele se tornou um liberal? 
.
GUEDES: - É o que eu digo a ele: “Se você não gosta do que a esquerda fez, gosta de uma economia mais aberta, então você quer uma economia liberal de mercado”. E ele não gosta do que a esquerda fez. A reforma da Previdência, por exemplo, não é ponto pacífico ainda no nosso programa. Ele me diz: “Paulo, você quer atropelar o Congresso? Os caras não conseguem aprovar nada, e você quer matar no peito? Você quer pegar o dinheiro dos velhinhos? E os 9 bilhões que deram ao Joesley?”. Aí eu explico a ele que as coisas não são bem assim, sou enfático quando digo que precisa haver reforma e que o presidente precisa encaminhá-la. É uma conversa respeitosa que temos. Às vezes é mais tranquila, às vezes, antagônica, mas sempre franca, porque ele é um cara de princípios.
.
.
VEJA: Bolsonaro já demonstrou claramente sua admiração pela ditadura militar. O senhor também acha que ele se tornou um democrata? 
.
GUEDES: - Bolsonaro faz parte de um enredo que está sendo escrito pela sociedade. Passamos por trinta anos de social-democracia e agora o povo dá sinais de que quer mudar. E ele é o agente da mudança. Sobre a questão da ditadura, acredita que os militares foram chamados pela sociedade porque a esquerda queria dar um golpe. Bolsonaro vê os militares como defensores da ordem. Mas ele mesmo diz que é preciso virar a página sobre esse assunto. A verdade é que, em vez de ameaça à democracia, Bolsonaro pode ser o primeiro presidente a amputar os próprios poderes presidenciais, retirando dinheiro do governo central e transferindo-o a estados e municípios. Isso é precisamente o contrário do que ocorre em um regime antidemocrático, porque regimes totalitários tendem a concentrar o dinheiro e o poder no topo. Bolsonaro está disposto a fazer o contrário, a descentralização de recursos que os constituintes tanto pediam. E ele fala que não quer ser reeleito porque quer dar o exemplo de como se faz política. Quem, além dele, disse isso?
.
.
VEJA: Bolsonaro não conseguiu reunir o apoio de outros partidos para sua candidatura, mesmo sendo líder nas pesquisas sem Lula. Se eleito, como teria uma base forte para aprovar as reformas que o senhor considera imprescindíveis? 
.
GUEDES: - Já contabilizamos mais de 110 parlamentares que nos apoiam em questões temáticas. Nada de toma lá dá cá, nada de ministérios. Vamos ter de dez a quinze ministérios, menos da metade do que temos hoje. É um novo eixo que se forma. Porque, ainda que um dirigente partidário não entenda a mudança, ele vai ver que sua bancada vai aderir a alianças temáticas porque o próprio povo vai pressionar para isso.
.
.
VEJA: Se os deputados votarão por princípios e com base em alianças temáticas, também o fariam num governo Alckmin, Marina, Ciro ou Haddad. Não votarão por princípios apenas no governo Bolsonaro, certo? 
.
GUEDES: - Votarão por princípios em governos de candidatos que têm agendas temáticas. Esse é o caso de Bolsonaro e Marina, com sua agenda ambiental.
.
.
VEJA: O fato de ter uma agenda temática não impediu Bolsonaro de negociar o apoio do PR, do notório Valdemar Costa Neto. 
.
GUEDES: - Os evangélicos estão com Bolsonaro, e por isso ele queria o Magno Malta como vice. O PR não quis dar essa garantia, então Bolsonaro rejeitou. Não foi Valdemar Costa Neto que disse não. Foi Bolsonaro. E toda a imprensa criticou essa aproximação, mas aplaudiu quando o Centrão se alinhou ao Alckmin.
.
.
VEJA: Se Bolsonaro ganhar, a Fazenda será um superministério e o senhor, um superministro? 
.
GUEDES: - A decisão dele é ter apenas um interlocutor em cada área. Na defesa, por exemplo, é o general Augusto Heleno. Na economia, sou eu. Não se trata de superministro, mas de tornar a gestão mais eficiente.
.
.
VEJA: E como seria um programa Paulo Guedes de ajuste fiscal? 
.
GUEDES: - Venho trabalhando nisso nos últimos trinta, quarenta anos. Não é algo que surgiu do nada. Mas tem algumas premissas. Começa com um programa de privatizações. Calculamos que temos cerca de 1 trilhão de reais em ativos a ser privatizados, incluindo as ações do Tesouro na Petrobras.
.
.
VEJA: Privatizaria o quê? 
.
GUEDES: - Bolsonaro já disse que não quer privatizar tudo. Que não quer privatizar Itaipu, Nuclebrás etc. Mas eu defendo privatizar tudo mesmo. O meu papel é sugerir tudo. Mas a decisão é dele. A história recente mostra que não há mais defesa para a manutenção dessa quantidade de estatais. Os grandes escândalos de corrupção aconteceram dentro delas. Petrobras, Caixa, Banco do Brasil. São empresas que perderam a capacidade de investimento, não conseguem se modernizar, competir. Por que os Correios são uma estatal? Não faz o menor sentido. Essa seria a primeira medida. Temos ainda mais de 700 000 imóveis da União que podem ser vendidos. Com isso, calculamos mais cerca de 800 bilhões a 1 trilhão de reais. Somadas essas duas medidas, já são 2 trilhões de reais que poderíamos usar para reduzir a dívida, que hoje é de 4 trilhões. Depois, faríamos concessões de tudo relacionado à infraestrutura.
.
.
VEJA: Tudo? Qual seria o limite? 
.
GUEDES: - Não há limites. A questão das concessões ainda está sendo estudada, e não conseguimos avaliar quanto arrecadaríamos, porque é incalculável. Há estradas, hidrovias, reservas para exploração do turismo. As possibilidades são enormes. Temos duas consultorias especializadas em infraestrutura e logística que estão montando um plano.
.
.
VEJA: Um plano dessa magnitude exigiria a participação de investidores estrangeiros. 
.
GUEDES: - É claro. China, Canadá, Estados Unidos. Todos querem investir. Os juros estão muito baixos no mundo todo e há uma enorme liquidez circulando. O Brasil perdeu grandes oportunidades de atrair o investidor privado nos últimos anos.
.
.
VEJA: Bolsonaro já revelou ter restrições ao investimento chinês, sobretudo nos setores mineral e agrícola. O senhor concorda? 
.
GUEDES: - Ele mantém seu ponto de vista. Mas eu digo sempre a ele que a força de um país hoje vem de sua capacidade tecnológica, de sua potência comercial e de suas Forças Armadas. Nada disso está associado à exploração de minério. Vamos trabalhar para destravar setores que têm limite de capital estrangeiro. Também precisamos discutir a desvinculação das receitas. E desvincular significa habilitar a classe política a fazer o que ela é paga para fazer: aprovar verba no lugar certo.
.
.
VEJA: Como assim? 
.
GUEDES: - Em vez de haver um ministro do Planejamento dizendo para onde vai o dinheiro, os deputados terão de aprender a votar o direcionamento dos recursos para onde eles são necessários.
.
.
VEJA: Mas isso implica mudança constitucional. 
.
GUEDES: - Precisaríamos de uma emenda constitucional, sim, mas não logo de cara.
.
.
VEJA: Os deputados seriam responsáveis por todos esses recursos? 
.
GUEDES: - Os próprios constituintes defendiam a descentralização de recursos na esfera federal. Sempre que recursos foram centralizados, o Estado corrompeu a classe política. Todos os heróis da redemocratização foram aniquilados pelo Estado. Olhe onde o Lula está. O gasto público é o grande vilão. Foi esse sistema centralizado que permitiu que Lula mandasse fazer um estádio de futebol para o time dele, que desse dinheiro a ditadores simpáticos a seu governo, que comprasse apoio de governadores, como Sérgio Cabral. É esse poder absoluto, que chega a ponto de um grupo político desenhar os vencedores do setor privado, que mina a democracia. A democracia não delega tantos poderes a um indivíduo. É por isso que esse “Estado-máquina” precisa ser desmontado. Porque, quando você descentraliza o poder, você resolve. O mote do nosso programa é “mais Brasil, menos Brasília”. Vamos simplificar a estrutura tributária e injetar na veia de estados e municípios, para que as pessoas vejam o dinheiro irrigando o seu cotidiano.
.
.
VEJA: O senhor considera que irrigar estados e municípios e garantir apoio de alianças temáticas seria suficiente para assegurar governabilidade, em caso de vitória? 
.
GUEDES: - Tenho feito alguns movimentos para me antecipar. Eu tive, há cerca de dois meses, uma conversa com o DEM, em que falamos justamente sobre uma reforma política para que as alianças sejam em torno de programas partidários a partir do ano que vem. Por exemplo: se um partido fecha questão para apoiar a reforma que descentraliza recursos, quem votar contra está expulso. O próprio DEM deu a isso o nome de “fidelidade programática”, e eu achei lindo. Quando o partido foi criado, deixando de ser PFL, suas lideranças me pediram que redigisse um programa liberal para o partido. Ou seja, ainda que elas não estejam com Bolsonaro, eu acredito que defendam ideias de centro-direita, como nós. O PSD de Guilherme Afif Domingos também. O Afif é um liberal, desenhei o programa dele quando ele concorreu à Presidência, em 1989. Ou seja, é um parceiro natural que pode trazer organicamente um PSD limpo para essa aliança de centro-direita. O que prevemos, para governar, é uma aliança de centro-direita conservadora nos costumes e liberal na economia. E repito: Bolsonaro já disse que, se eleito, não governará mirando reeleição. Ele mesmo diz: “Eu quero um mandato só para dar o exemplo, porque a reeleição faz mal ao país”. O FHC errou lá atrás ao usar isso porque, a partir de então, todos os presidentes passaram a governar para se perpetuar no poder.
.
.
VEJA: O senhor tem todo um governo na cabeça. Bolsonaro, não. Se o senhor sai do governo, acaba o governo Bolsonaro? 
.
GUEDES: - Não acho. Ele tem sido muito generoso ao dizer que não tem plano B. Ele fala isso para me prestigiar. Agora, se ele quiser um governo liberal, é só levantar a mão que muita gente vem para ajudar. Affonso Celso Pastore, Carlos Langoni, Gustavo Franco. Tem uma porção de gente que se atrai pela economia de mercado. Para a bolha, eu posso ser importante. Mas 99% de quem vota em Bolsonaro não está nem aí para mim. Querem ordem. Eu não me atribuo grande importância porque ele já existia quando eu cheguei.
.
.
VEJA: O senhor precisa explicar as coisas de modo muito didático para Bolsonaro? 
.
GUEDES: - Eu acho que a bolha trata Bolsonaro com muito desrespeito, como se fosse um cachorro vadio. Lula era melhor do que ele do ponto de vista intelectual? Não era, era um operário malandro. Ah, mas sabia negociar política, né? Agora, esse tipo de negociação nos levou aonde estamos hoje. Não acho que a inabilidade do Bolsonaro em pensar nesse tipo de acordo o descredencia para se tornar um presidente.
.
.
VEJA: O que o faria não estar num possível governo Bolsonaro? 
.
GUEDES: - Eu acredito num cenário de um sujeito chegando para acabar com a velha política, que foi condenada à morte pela Lava-Jato. Esse sujeito representa a ordem. Então, eu não vou me negar a dar a ele o progresso das ideias liberais para ajudar esse governo a acontecer. Estou com ele 100%. Agora, se a mídia detonar o cara, nenhum partido der governabilidade e ele mesmo não quiser fazer as reformas, o que eu vou fazer? Não sou suicida nem idiota. Estou lutando por uma grande visão. Se ninguém entender, como já aconteceu antes, paciência. No Plano Cruzado, quando eu dizia que tudo ia dar errado, me chamavam de Beato Salu (referência ao místico personagem da novela Roque Santeiro). Eu estou seguro da história que vislumbro. Tive a visão do Luciano Huck muito antes de Fernando Henrique, que chegou atrasado. Saí da bolha e vi o Bolsonaro subindo. Acho que estou no caminho certo. O Bolsonaro não está fazendo nada de errado. São os políticos que têm de se reinventar. Escutei algo parecido do Eduardo Campos pouco antes de sua morte. Perguntei por que ele não estava com Lula, como sempre esteve. Ele me disse: “Não sou santo, fiz política do jeito que todo mundo sempre fez. Só que não dá mais, isso vai acabar mal”. O cara era sagaz. Morreu.
.
.
Publicado em VEJA de 22 de agosto de 2018, edição no 2596"
48013,true,lupa.uol.com.br,PT-BR,true,,0.9784155084768756,0.4413508222290561,0.4054375502662978,54,"""Minha mulher, há uns 20 e poucos anos, foi condenada por tráfico de drogas. Três anos de cadeia. Cumpriu. Agora, é justo levantar isso? E agora tá todo mundo sabendo na vizinhança que ela foi condenada no passado e cumpriu três anos de cadeia. Como você acha que está a cabeça dela nesse momento?"""
49790,true,checamos.afp.com,PT-BR,true,,0.9772304365862567,0.9786408350141294,0.4564594078883206,13,"A revista Time já nomeou Hitler, Stalin e Khomeini como ""pessoa do ano"""
